,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
7518,Japan Ground Self Defense Force Central Band,Premium Wind Ensemble Collection of GHIBLI,HIGHLIGHTS FROM HOWL'S MOVING CASTLE,6i3vgK9vmezMJEArKk2aJu,0.279,0.0791,2,-20.411,0,0.0373,0.97,0.946,0.109,0.0568,100.813,498707,3,6.0
7519,John Williams,Star Wars: Revenge of the Sith (Original Motion Picture Soundtrack),Anakin's Betrayal,4sLtmtKMmA5iCIa90tWhSe,0.143,0.174,9,-17.379,0,0.0354,0.772,0.925,0.091,0.0385,138.947,245320,4,6.0
7525,Various Artists,WALL-E (Original Motion Picture Soundtrack),Define Dancing,5zeaIcBVA0Ta8JVp1S5zDM,0.313,0.378,1,-13.851,1,0.0307,0.802,0.847,0.119,0.0952,98.7,143373,4,6.0
7526,Phantasialand,Chiapas die Wasserbahn,Chiapas Theme - The Budapest Film Orchestra,3VbVlHdvo6N8UuqkgFOABO,0.459,0.684,9,-5.96,1,0.0357,0.4,0.757,0.105,0.0393,119.909,180244,4,2.0
7527,Chuck Berry,St. Louis To Liverpool,You Never Can Tell,6FT83pFXKhDlXDsNJFAHWz,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,161907,4,0.0
7528,James Newton Howard,Blood Diamond (Original Motion Picture Soundtrack),London,7hS3i9y9gi81OOFT1rCfSU,0.443,0.165,2,-20.735,0,0.0307,0.658,0.927,0.358,0.106,78.882,158613,3,6.0
7529,John Williams,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,A Window to the Past,1PPTlPJqKuL0fdoTmzwXJy,0.212,0.0443,9,-24.6,0,0.0434,0.954,0.537,0.0998,0.139,106.632,234040,1,15.0
7530,Hans Zimmer,Dunkirk (Original Motion Picture Soundtrack),Supermarine,4NwpP2y4ijBR77Voiq9pS1,0.552,0.871,4,-13.195,0,0.0401,0.102,0.818,0.0892,0.152,120.01,483360,4,2.0
7531,Various Artists,The Lion King,"This Land - From ""The Lion King""/Score",6EKywtYHtZLAvxyEcqrbE7,0.145,0.174,7,-19.155,1,0.0396,0.516,0.633,0.0784,0.132,100.089,175400,3,6.0
7532,John Williams,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),March of the Resistance,420y9qWviZ4cdneynQWSKr,0.608,0.398,7,-9.625,0,0.0295,0.88,0.915,0.144,0.487,101.955,155907,4,2.0
7533,Kyle Dixon & Michael Stein,"Stranger Things, Vol. 1 (A Netflix Original Series Soundtrack)",Kids,68gzf3AleOyt4NlKwpV0MY,0.437,0.129,7,-17.954,0,0.0381,0.211,0.872,0.347,0.0671,119.985,158000,4,6.0
7534,Various Artists,The Incredibles Original Soundtrack,The Glory Days,5j4NNHnijhCMZroCLM1mxJ,0.234,0.249,5,-14.169,0,0.0397,0.745,0.111,0.212,0.119,79.0,213000,4,11.0
7535,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],No Time for Caution,5aaXqH8rgKZxg61HjECldi,0.262,0.224,9,-20.231,0,0.0463,0.0545,0.95,0.118,0.0388,119.715,246272,4,6.0
7536,John Williams,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),The Battle of Crait,77k9CEWfPOcizofgwLTBdH,0.201,0.449,2,-11.541,1,0.0455,0.764,0.91,0.425,0.0907,74.858,407693,4,6.0
7537,John Williams,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),Main Title and Escape,3eEfx3BsSplMdgktC3r7xK,0.204,0.445,10,-10.512,1,0.0439,0.709,0.849,0.119,0.0741,148.864,445560,4,6.0
7538,John Williams,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),Canto Bight,52hMydaS1ld25uY0wI1sHW,0.468,0.348,2,-13.454,0,0.0495,0.496,0.00113,0.117,0.305,127.17,157600,4,11.0
7539,Various Artists,Madagascar: Escape 2 Africa (Music From The Motion Picture),Monochromatic Friends,2QULiZThzyvdxaJ6SJBoc0,0.429,0.415,7,-10.621,1,0.0401,0.765,0.315,0.104,0.181,118.86,182733,4,11.0
7540,Various Artists,Madagascar: Escape 2 Africa (Music From The Motion Picture),Foofie,1lEdc5AUyrb7XcA3sXTjCE,0.364,0.0963,0,-20.323,1,0.0348,0.976,0.946,0.0618,0.117,149.783,159733,4,6.0
7541,The Piano Guys,Wonders,Let It Go,1wpyVNJcutD5uYyjDreWaW,0.602,0.667,8,-7.55,1,0.0317,0.809,0.892,0.109,0.489,140.038,241840,4,2.0
7542,Hans Zimmer,Rush,Lost but Won,1njhygLOG5xCfVwNPktfgW,0.328,0.698,2,-10.076,0,0.0539,0.0325,0.645,0.312,0.135,160.017,376520,4,2.0
7543,Hans Zimmer,The Holiday (Original Motion Picture Soundtrack),Maestro,4SimUIFxXh5N6VsF33oMo7,0.18,0.219,0,-14.296,1,0.0343,0.895,0.939,0.565,0.07,150.209,233707,3,6.0
7544,Pyotr Ilyich Tchaikovsky,Tchaikovsky: The Nutcracker,"The Nutcracker, Op. 71, TH.14 / Act 1: No. 2 March",0wyh6QbMjBYnUhSCG4MkJk,0.553,0.109,4,-24.762,0,0.0443,0.987,0.645,0.418,0.397,73.858,146000,4,6.0
7545,James Newton Howard,Batman Begins (Original Motion Picture Soundtrack),Eptesicus,6akwM3md7dzP2LkK8pKk6d,0.123,0.0723,7,-27.06,0,0.0394,0.847,0.933,0.0837,0.0364,150.019,260067,4,6.0
7546,Daniel Pemberton,The Man From U.N.C.L.E. (Original Motion Picture Soundtrack),Escape From East Berlin,6WB90SelNq45QThjOAFEGU,0.723,0.874,9,-10.075,1,0.0501,0.0717,0.396,0.274,0.428,113.028,265947,4,8.0
7547,Arif,Alene,Alene,2ll3jLI5i3RPyo2E7NFzbk,0.718,0.639,1,-5.259,0,0.0644,0.775,8.23e-05,0.131,0.622,109.015,208279,4,17.0
7548,Cezinando,Noen ganger og andre,Selv du,2fyd57pZ1JMC4dW91IW6qe,0.514,0.51,9,-8.455,0,0.0351,0.0388,0,0.206,0.188,159.724,245840,4,4.0
7549,Cezinando,Noen ganger og andre,Tommelen på vekta,7206V7e9qW8TBPssBBEHgJ,0.699,0.277,1,-12.514,1,0.314,0.856,4.66e-06,0.109,0.448,74.137,209107,4,0.0
7550,Cezinando,Noen ganger og andre,Ingenting blir det samme men samme for meg,3QJu2yuYA7B1TumlfZokdA,0.669,0.438,0,-11.689,1,0.15,0.127,3.56e-05,0.128,0.231,89.962,246107,4,10.0
7551,Zak Abel,Only When We're Naked,Unstable,0cBMSx58o2lVPQlFI1TeAj,0.696,0.717,11,-4.158,0,0.0334,0.0117,0,0.1,0.396,105.975,225637,4,13.0
7552,Zak Abel,Only When We're Naked,All I Ever Do (Is Say Goodbye),10oO1boXvXNUj51bYB6yOL,0.629,0.859,11,-3.127,0,0.0273,0.0215,0,0.217,0.507,106.016,180059,4,14.0
7553,dvsn,SEPT 5TH,Hallucinations,0UE0RhnRaEYsiYgXpyLoZc,0.765,0.398,7,-8.993,0,0.037,0.0681,8.48e-06,0.14,0.348,95.976,246294,4,13.0
7554,Cezinando,Noen ganger og andre,Jeg bare synes du skulle ha hørt på meg,6CEFGSZFJEkpPgRPrDTM7z,0.756,0.555,0,-8.546,1,0.0601,0.333,0,0.387,0.532,120.014,245187,4,3.0
7555,Cezinando,Noen ganger og andre,Heia meg,5B0gPfVnMxYzpcC417k0QI,0.806,0.6,0,-10.575,1,0.109,0.314,0,0.211,0.845,120.017,181960,4,3.0
7556,Diplo,Get It Right (feat. MØ),Get It Right (feat. MØ),3mehbiGKy2x5Lz1nRmZ4Vj,0.456,0.833,0,-4.242,1,0.0964,0.108,1.71e-05,0.0592,0.261,159.808,172500,4,10.0
7557,Zak Abel,Only When We're Naked,Still Want UUU,1AulTg2Ihx2gW73OIXmXj5,0.681,0.799,6,-3.197,1,0.0442,0.0429,0,0.104,0.405,111.906,192099,4,19.0
7558,alt-J,An Awesome Wave,Taro,6n1SUr2wUrh3ALJqBvPJuW,0.359,0.48,5,-10.634,1,0.0349,0.779,0.00328,0.0784,0.283,171.75,305981,4,11.0
7559,Sigrid,Sucker Punch,Strangers,3CWuU5kIw8zsWJTcgreUwl,0.758,0.718,4,-6.129,0,0.0383,0.00565,0.00132,0.0781,0.127,115.04,233726,4,17.0
7560,Florence + The Machine,Ceremonials,Breath Of Life,4NMD8KWxZwCrff9uHhVqSn,0.462,0.763,0,-7.371,1,0.0411,0.00305,0.000652,0.0955,0.3,146.091,248460,4,10.0
7561,Galantis,The Aviary,Tell Me You Love Me,5kgqTe1BM720OjU78TGYDw,0.762,0.797,5,-2.71,1,0.135,0.117,0,0.202,0.525,122.066,190400,4,8.0
7562,MØ,When I Was Young - EP,When I Was Young,5UEvfBx5yQ14HALjI8jk3t,0.677,0.689,3,-5.126,0,0.119,0.151,0.000207,0.121,0.572,147.864,219720,4,17.0
7563,Post Malone,beerbongs & bentleys,Candy Paint,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4,1.0
7564,Florence + The Machine,Ceremonials (Original Deluxe Version),What The Water Gave Me,10H6mvk1cPPTzs3IHsHSHi,0.483,0.572,0,-6.41,0,0.0316,0.00681,0.000416,0.112,0.187,124.112,333400,4,17.0
7565,Karpe,Heisann Montebello,Rett i foret,4TFWviPBiSDebe3s8ire6c,0.62,0.676,9,-6.57,0,0.0448,0.251,0.000538,0.202,0.363,150.018,258770,4,13.0
7566,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0.00413,0,0.0537,0.216,82.034,202805,4,17.0
7567,blackwave.,Elusive,Elusive,4mbOTHs6heygME9uDHg0mf,0.567,0.675,5,-6.699,0,0.219,0.335,0,0.247,0.651,167.737,222200,4,4.0
7568,Glass Animals,How To Be A Human Being,Pork Soda,5C5gvDZsl6d8bh89URfKHr,0.698,0.664,7,-7.828,1,0.0778,0.121,0.00131,0.331,0.623,96.001,253831,4,8.0
7569,Martin Garrix,So Far Away (feat. Jamie Scott & Romy Dya),So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,0.526,0.52,6,-7.985,0,0.0569,0.435,0,0.197,0.13,149.119,183637,4,13.0
7570,Matoma,Slow (feat. Noah Cyrus),Slow (feat. Noah Cyrus),2yUq0wCW8j2JYwkWcd5GyJ,0.5,0.639,6,-5.449,1,0.045,0.0435,6.92e-05,0.176,0.291,138.435,200410,4,19.0
7571,James Arthur,Can I Be Him (SJUR Remix),Can I Be Him - SJUR Remix,2dbuxFSPccg6aLfBKuUkOg,0.572,0.715,11,-5.712,1,0.0953,0.119,0,0.16,0.521,109.763,225520,4,19.0
7572,Julie Bergan,Incapable,Incapable,5TZoUICdwK1NE7Pn5B2Hma,0.672,0.4,9,-8.621,1,0.0484,0.198,0,0.0747,0.131,122.76,177139,4,19.0
7573,Kygo,Kids in Love,Kids in Love (feat. The Night Game),5nmHl233yo8XJvaNfdKAWU,0.499,0.673,0,-4.505,1,0.0348,0.399,1.21e-06,0.208,0.301,121.87,263400,4,10.0
7574,Beyoncé,BEYONCÉ [Platinum Edition],Pretty Hurts,7lUA4P03AhwAw40JHkdyGr,0.512,0.624,11,-6.761,1,0.0509,0.00305,0.000172,0.346,0.2,129.932,257653,4,19.0
7575,Axwell /\ Ingrosso,More Than You Know,Dreamer,0RTzJVkunbGwuRjXDFHnjf,0.627,0.847,10,-5.303,1,0.0352,0.0237,0,0.212,0.611,126.017,251147,4,8.0
7576,Louis Tomlinson,Miss You,Miss You,3zxrecYFao03IrrcyFiaMU,0.541,0.69,3,-5.391,1,0.206,0.0216,0,0.257,0.681,180.239,182026,3,5.0
7577,MARS,MARS,jeg bruker ikke kondom,6k4eveAE2YX2xjz95BWcHl,0.567,0.697,1,-8.952,0,0.436,0.358,0,0.0456,0.384,120.374,183253,4,0.0
7578,MARS,MARS,jeg er lei meg,1WEAlmjvj9T6LaJE44P6kY,0.743,0.474,11,-9.76,0,0.059,0.109,7.95e-05,0.102,0.321,123.058,210000,4,13.0
7579,MARS,MARS,jeg gråter tårer i en mansion,03Q35APqjSYtjZHB6P6lJJ,0.458,0.531,11,-9.626,0,0.29,0.256,0.00291,0.247,0.0878,110.215,172480,4,0.0
7580,Delara,Rebel,Grown Ups,5iX7sY6zC30nQXtJOC0Sq6,0.601,0.606,11,-4.867,0,0.0381,0.48,0,0.149,0.383,87.478,198034,4,13.0
7581,Hkeem,En Som Meg,En Som Meg,3BlRWAw7DF6TuAuw6j1qR6,0.696,0.659,7,-6.589,1,0.156,0.119,0,0.196,0.449,105.829,212504,4,19.0
7582,alt-J,RELAXER,Deadcrush,5dBZON6PpOcWOY2nb3ZeRk,0.648,0.621,9,-6.651,0,0.0579,0.0942,0.476,0.126,0.601,142.983,231013,4,14.0
7583,X Ambassadors,Don’t Stay,Don't Stay,1JFWbktZpqwU37UX5MzjwR,0.727,0.504,9,-5.995,0,0.0501,0.156,0.000151,0.0994,0.494,102.006,189800,4,13.0
7584,X Ambassadors,VHS,Naked,58H1ts1R4UmBLFvTcoNJT1,0.545,0.817,3,-5.662,1,0.0763,0.000475,0.00326,0.0994,0.67,157.976,201773,4,1.0
7585,Stavangerkameratene,Ein for alle,Det e'kje någe å tenka på,1YdoBkPH0fm4vkdcCEdgJi,0.441,0.612,11,-8.096,1,0.0307,0.00233,5.22e-05,0.0636,0.389,146.075,225400,4,19.0
7586,Childish Gambino,Kauai,Retro (Rough),1nRTH500HbZX8PYwT4ZMby,0.862,0.614,5,-5.875,0,0.0393,0.246,0.00757,0.113,0.323,110.061,202667,4,17.0
7587,Julia Michaels,Broad Stories,Heaven,5M5IB1cNzJqbWFEUK4a1MD,0.554,0.371,7,-9.104,0,0.0361,0.855,0,0.0838,0.245,199.828,191813,3,15.0
7588,Miguel,Wildheart,waves,5Q0c3q5dN1BIxROsuwdb5e,0.696,0.834,11,-5.359,0,0.0906,0.217,0,0.264,0.279,107.994,202493,4,13.0
7589,ODESZA,Line Of Sight,Line Of Sight (feat. WYNNE & Mansionair),2IUHcSxFPDKLRVgjXxvKjl,0.558,0.733,8,-6.65,1,0.0693,0.0334,0.00193,0.193,0.173,89.992,237140,4,19.0
7590,Kygo,Kids in Love,Remind Me to Forget,6xTU6B6nFwKKTSZ9ySXS80,0.689,0.505,0,-6.389,1,0.0933,0.158,0,0.138,0.312,99.017,217293,4,10.0
7591,Kamel,Si Ingenting,Si Ingenting,4YoWWXdn7g1edi2lQNhEGp,0.801,0.724,0,-7.472,1,0.213,0.00207,0,0.0758,0.349,136.914,202492,4,0.0
7592,Ocean Park Standoff,Lost Boys (Ocean Park Standoff vs Seeb),Lost Boys - Ocean Park Standoff vs Seeb,1T1I5m9jpiT2cjTPS9Hc5I,0.553,0.908,6,-1.696,0,0.0398,0.282,0,0.361,0.805,116.894,184615,4,14.0
7593,Imagine Dragons,Evolve,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,201240,4,14.0
7594,Felix Jaehn,I,"Cool (feat. Marc E. Bassy, Gucci Mane)",3Ij7tqW9jVJ41dG06MZkFU,0.621,0.745,2,-5.5,1,0.14,0.0578,0,0.089,0.339,94.832,190617,4,10.0
7595,Zak Abel,Love Song,Love Song,4E8u5JsVnF3qPXbNiR9m25,0.768,0.682,2,-4.856,0,0.101,0.00531,0,0.106,0.598,110.055,198419,4,17.0
7596,Donkeyboy,It'll Be Alright,It'll Be Alright,6hxznnliIAUBaxxewMvo75,0.658,0.775,0,-3.511,1,0.0486,0.118,0,0.163,0.572,133.981,177822,4,3.0
7597,Keala Settle,"This Is Me (Alan Walker Relift; from ""The Greatest Showman"")","This Is Me - Alan Walker Relift; from ""The Greatest Showman""",1QBoJK6GLAYMlNblm5gFBP,0.422,0.824,2,-3.447,1,0.0756,0.129,0,0.304,0.294,95.331,215759,4,10.0
7598,Glass Animals,How To Be A Human Being,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,0.689,0.338,11,-7.634,0,0.0629,0.349,5.7e-05,0.0649,0.568,128.012,320654,4,13.0
7599,Glass Animals,How To Be A Human Being,Youth,1LPGwuFgIzbJoShfDdw7MY,0.648,0.718,9,-7.765,0,0.0298,0.129,0.00156,0.112,0.785,96.017,230693,4,14.0
7600,Toploader,Dancing In The Moonlight: The Best Of Toploader,Dancing in the Moonlight,1FHNctV68GUNLgXclG2DtR,0.639,0.845,0,-3.333,0,0.0372,0.0528,0,0.336,0.871,119.48,233373,4,17.0
7601,Glass Animals,How To Be A Human Being,Agnes,6prvUr8l3t7x5GY7heQb5w,0.55,0.518,1,-8.949,0,0.0246,0.0162,0.0286,0.114,0.233,165.033,271673,4,4.0
7602,Glass Animals,How To Be A Human Being,Take A Slice,37adYGaYaAWTGhBaOzX4Fh,0.623,0.661,9,-7.0,1,0.1,0.0212,0.000229,0.267,0.63,151.97,229718,4,1.0
7603,Peking Duk,Wasted,Wasted,6S5lBW22Re1UPKXjX7obLC,0.693,0.76,11,-5.433,1,0.0353,0.00169,0.000977,0.121,0.751,115.0,182370,4,8.0
7604,M83,"Hurry up, We're Dreaming",Midnight City,6GyFP1nfCDB8lbD2bG0Hq9,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,243960,4,13.0
7605,DCup,The Singles,Don't Be Shy (Wave Racer Remix),72gdVxZ1R0a4goiltMn9tj,0.401,0.854,9,-5.954,1,0.172,0.0158,0.387,0.238,0.669,161.991,181864,4,1.0
7606,rOlfFa,Geasseijat,Hjerteknuser,6D2Hxj0e7gZojlFBV1fKBx,0.557,0.454,0,-7.098,0,0.0245,0.611,0,0.213,0.484,139.959,263227,3,5.0
7607,Cezinando,Ingen lager helvete som vi,Ingen lager helvete som vi,3BERYrwNBL7umtq725rzAx,0.767,0.547,4,-5.829,0,0.0467,0.0423,0.00031,0.362,0.321,124.996,234392,4,17.0
7608,Diplo,Stay Open (feat. MØ),Stay Open (feat. MØ),0O6MB9gUddaJT7NmQkKfui,0.651,0.589,6,-8.09,0,0.233,0.208,0.000642,0.109,0.409,97.953,210612,4,0.0
7609,Seeb,Sad in Scandinavia,Drink About,5r2kpjTJlJouxpESA1xEEY,0.624,0.745,6,-2.936,1,0.0627,0.144,0,0.257,0.493,99.972,182265,4,19.0
7610,R3HAB,Lullaby,Lullaby,0DhkTGjEaIHaSxTfC14BFm,0.626,0.8,1,-3.988,0,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184,4,17.0
7611,NEFFEX,Grateful,Grateful,1e6aAbWR0MXCNcr4yQovNr,0.782,0.757,6,-6.504,1,0.0898,0.107,0,0.0779,0.943,75.002,182400,4,8.0
7612,Resirkulert,Over vannet,Over vannet,4mZCSythI1NrHy3szqDcZa,0.63,0.803,11,-6.499,1,0.0295,0.0361,1.35e-05,0.116,0.511,116.024,235551,4,8.0
7613,5 Seconds of Summer,Youngblood (Deluxe),Moving Along,4UQajPk0EPvbwWTl0fYi4C,0.713,0.829,11,-4.297,0,0.203,0.00529,0,0.221,0.845,149.996,197518,4,14.0
7614,5 Seconds of Summer,Youngblood (Deluxe),Monster Among Men,7CQN84rMdkBzXJVsvefOM6,0.495,0.678,0,-4.627,1,0.0583,0.0918,0,0.078,0.475,166.105,192332,4,1.0
7615,X Ambassadors,The Reason EP,Giants,3hkVUvHu9Z77E5yL8mCpUz,0.624,0.508,4,-6.697,1,0.0435,0.00582,0.000167,0.089,0.2,120.017,236853,4,10.0
7616,The Rasmus,Dead Letters,In the Shadows,1fr92Vupmcs2vgLMFVQ7rd,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,257920,4,7.0
7617,Kygo,Born To Be Yours,Born To Be Yours,0kHyKhJMukHEPfeh8s7rdM,0.688,0.688,3,-5.84,1,0.0357,0.3,0,0.0982,0.451,114.011,193321,4,3.0
7618,5 Seconds of Summer,Youngblood (Deluxe),Empty Wallets,5kayspK9ep7h9nryvrCsFh,0.591,0.709,1,-4.324,0,0.0431,0.0123,0,0.338,0.441,188.073,187651,4,4.0
7619,Michael Jackson,Dangerous,Give In to Me,1euDTbMNRPNfKd8zZz4zTT,0.502,0.855,4,-3.27,0,0.0305,0.152,0.000488,0.106,0.337,86.968,328627,4,17.0
7620,Drake,Scorpion,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,0.822,0.318,10,-12.391,1,0.0575,0.493,0.0128,0.11,0.138,102.998,245787,4,16.0
7621,Dua Lipa,Dua Lipa (Deluxe),Garden,1uzOmng8YYkrm7V7UzM1m4,0.46,0.828,10,-4.005,0,0.148,0.00475,0,0.141,0.419,151.548,227947,4,4.0
7622,Dua Lipa,Dua Lipa (Deluxe),Begging,2uudsWgb9cF0EjvOTlNWTm,0.683,0.794,8,-4.558,1,0.0533,0.024,0,0.302,0.327,105.941,194107,4,19.0
7623,Dua Lipa,Dua Lipa (Deluxe),No Goodbyes,4QlYULG9SEgFLmM7SHA1SZ,0.678,0.714,0,-4.924,1,0.0408,0.00795,0,0.0827,0.307,109.021,216080,4,10.0
7624,Dua Lipa,Dua Lipa (Deluxe),Thinking 'Bout You,1CX0GPb1qNX1TbJaofyYNg,0.802,0.481,4,-5.132,0,0.043,0.0856,0,0.152,0.468,90.973,171947,4,17.0
7625,Dua Lipa,Dua Lipa (Deluxe),Hotter Than Hell,4fTlLuSt6R3OnjAj0Ty5OC,0.532,0.868,3,-4.23,0,0.0908,0.011,0,0.0584,0.529,110.127,187958,4,17.0
7626,Loud Luxury,Body,Body,2fCUI41zhGk9isZnOMfxSP,0.759,0.774,1,-4.408,1,0.0381,0.0503,4.02e-05,0.056,0.596,121.969,163216,4,3.0
7627,Ina Wroldsen,Hex - EP,Mother,3nHtJ3HtqFomq1Qz7OzRR0,0.61,0.524,2,-7.4,1,0.0423,0.311,0,0.0787,0.323,76.993,196196,1,5.0
7628,KREAM,Deep End (feat. JHart),Deep End (feat. JHart),1qkQz3zogqAdHjs15Nkz24,0.605,0.834,5,-5.762,1,0.108,0.0563,0,0.119,0.452,143.024,189860,4,1.0
7629,5 Seconds of Summer,Youngblood (R3HAB Remix),Youngblood - R3HAB Remix,2vIzH4NfFGoJHA5rn1dFWT,0.425,0.771,7,-4.293,0,0.0629,0.0312,0,0.165,0.213,142.034,150528,4,4.0
7630,OneRepublic,Native,If I Lose Myself - Alesso vs OneRepublic,3ScJy88F8KqGDfWu8XJhHx,0.519,0.754,2,-5.689,1,0.0402,0.258,3.75e-06,0.139,0.16,125.975,215187,4,10.0
7631,Smul,Syv Søstre (feat. Sebastian Zalo),Syv Søstre (feat. Sebastian Zalo),6LYP85PRWBg0IirTkJj24L,0.699,0.549,8,-7.194,1,0.521,0.329,0,0.088,0.408,122.756,193043,5,0.0
7632,MØ,Sun In Our Eyes,Sun In Our Eyes,5vsRm2aCBl5T2qdpvwtrf6,0.757,0.832,4,-3.318,0,0.0758,0.0384,0.00241,0.661,0.386,125.894,217933,4,7.0
7633,Sia,"LABRINTH, SIA & DIPLO PRESENT... LSD","Audio (feat. Sia, Diplo, and Labrinth)",100eDEmpWV5YGVCqHI0leU,0.568,0.701,3,-4.566,0,0.0426,0.209,1.06e-06,0.0769,0.353,89.969,204093,4,17.0
7634,Eva Weel Skram,Finne heim,Berre la meg vær,2FSfZYids9IBcMvQYrFCjx,0.486,0.671,7,-7.97,1,0.0362,0.0369,1.06e-05,0.291,0.173,99.899,210653,4,19.0
7635,Florence + The Machine,Ceremonials (Original Deluxe Version),Only If For A Night,4vJAhLLHcgPeR3pQopGaIG,0.482,0.727,9,-5.988,0,0.0346,0.0441,0,0.0921,0.378,79.974,298453,4,13.0
7636,Florence + The Machine,Ceremonials (Original Deluxe Version),Seven Devils,6NmEbJz0hXsoe5mogu23it,0.38,0.767,9,-5.555,0,0.0352,0.00762,0.000127,0.0583,0.212,58.508,303253,4,13.0
7637,Florence + The Machine,Ceremonials (Original Deluxe Version),Heartlines,7fTqmkB0NuWJfOhZnrJSJg,0.498,0.732,9,-4.352,0,0.0361,0.0597,0,0.0246,0.267,109.901,301453,4,13.0
7638,Florence + The Machine,Ceremonials (Original Deluxe Version),All This And Heaven Too,2CgybGSWTcksP4BXTMYKPq,0.212,0.821,0,-3.898,1,0.0692,0.038,4.84e-05,0.0859,0.365,82.977,245880,4,10.0
7639,Florence + The Machine,Ceremonials (Original Deluxe Version),Leave My Body,5Ew15rnMFzIytOKVQOQuk7,0.41,0.813,0,-4.985,1,0.0442,0.277,0.0217,0.264,0.267,160.033,274587,4,10.0
7640,Various Artists,Deadpool 2 (Original Motion Picture Soundtrack),"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack",4hwLzecH1SuTsMN2JyCPGs,0.342,0.425,0,-9.064,0,0.0425,0.459,0,0.122,0.115,110.62,199507,4,11.0
7641,Cher,Heart Of Stone,If I Could Turn Back Time,6mYrhCAGWzTdF8QnKuchXM,0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,239827,4,19.0
7642,Bendik,Fortid,Kriger,0K5ZOHr1UADZooFlmFpOu6,0.48,0.866,9,-6.795,0,0.0436,0.0122,0.00148,0.107,0.526,90.015,235813,4,13.0
7643,Silvana Imam,Helig Moder,4h,343vSReYDv8waFqmdjmodl,0.485,0.531,8,-8.667,0,0.39,0.213,0,0.106,0.671,80.695,197240,4,0.0
7644,Gabrielle,September,September,2sLTRh3IPkQbsgiVtv5IeI,0.596,0.647,8,-8.606,1,0.0847,0.0441,0,0.103,0.758,168.047,207858,4,1.0
7645,Jubël,Dancing in the Moonlight (feat. NEIMY),Dancing in the Moonlight (feat. NEIMY),5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,11,-5.862,0,0.0649,0.27,0,0.187,0.187,119.858,164010,4,13.0
7646,Arif,HighEnd / Asfalt,Flammer,6PyuSp5mPLyexEdpBBBaFB,0.581,0.71,5,-6.278,0,0.201,0.0145,0,0.284,0.335,104.895,194951,4,13.0
7647,Dua Lipa,Dua Lipa (Deluxe),Dreams,1KyKylY7Z6N7xN7dOozOG2,0.728,0.824,9,-4.581,0,0.07,0.0688,0,0.332,0.894,105.001,220240,4,14.0
7648,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,0.659,0.738,4,-5.072,0,0.0477,0.118,0,0.115,0.481,127.95,183750,4,17.0
7649,Galantis,Spaceship (feat. Uffie),Spaceship (feat. Uffie),2aOlxywgl4nCD4Xh2mLWM7,0.518,0.842,10,-1.816,1,0.0828,0.322,0,0.101,0.375,125.854,167079,4,19.0
7650,Dua Lipa,Dua Lipa (Deluxe),New Love,2QMrMrziVIQgVdvyjFSdTj,0.579,0.621,1,-8.625,1,0.0445,0.152,4.01e-06,0.0869,0.343,90.354,271935,4,10.0
7651,Dua Lipa,Want To,Want To,5fK0Q3j2iUcQtiRDXlPW0K,0.572,0.691,8,-4.783,0,0.123,0.0788,0.000132,0.0619,0.318,92.082,211818,4,13.0
7652,Dagny,Landslide,Landslide,41fecZEX4sPrRxnjZQ6DGU,0.589,0.609,10,-7.593,1,0.053,0.625,0.000759,0.0688,0.411,149.976,179387,4,16.0
