,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
135,Bruno Mars,Doo-Wops & Hooligans,Marry You,6SKwQghsR8AISlxhcwyA9R,0.621,0.82,10,-4.865,1,0.0367,0.332,0,0.104,0.452,144.905,230192,4,19.0
136,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,233478,4,8.0
137,Bruno Mars,24K Magic,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,261240,4,1.0
138,Bruno Mars,Doo-Wops & Hooligans,Grenade,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0,0.107,0.245,110.444,222091,4,17.0
139,Bruno Mars,Doo-Wops & Hooligans,The Lazy Song,386RUes7n1uM1yfzgeUuwp,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109,4,14.0
140,Vance Joy,Dream Your Life Away (Special Edition),Riptide,3JvrhDOgAt6p7K8mDyZwRd,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,204280,4,10.0
141,James Arthur,Back from the Edge,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4,16.0
142,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,242947,4,16.0
143,Bryan J,Let Me Take You Out,Let Me Take You Out,4tM7IvirymOPAk74Us27kD,0.705,0.63,8,-5.842,1,0.056,0.157,0,0.108,0.641,139.957,225707,4,8.0
144,Iyaz,Replay,Replay,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,182307,4,19.0
145,T-Pain,Happy Hour: The Greatest Hits,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),1Q1jlFs004vwB0DOznii3K,0.691,0.543,1,-8.161,1,0.143,0.0112,0,0.098,0.587,80.047,230853,4,3.0
146,Usher,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,250373,4,3.0
147,Jay Sean,All Or Nothing,Down,6cmm1LMvZdB5zsCwX5BjqE,0.727,0.68,2,-4.498,1,0.0286,0.0101,0,0.0821,0.728,132.012,212507,4,3.0
148,Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,13.0
149,Jason Derulo,Jason Derulo (International),Ridin' Solo,6OEolOOk9Gh9bqkdpfIOl0,0.442,0.83,9,-4.02,1,0.146,0.128,0,0.129,0.578,89.338,215747,4,19.0
150,Chris Brown,Forever,Forever,3NZJlJemX3mzjf56MqC5ML,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,4,19.0
151,Lady Gaga,The Fame,Just Dance,1dzQoRqT5ucxXVaAhTcT0J,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,241933,4,17.0
152,Kesha,Animal (Expanded Edition),TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,4,17.0
153,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,236002,4,3.0
154,Flo Rida,My House,My House,3jomjC6H7YQBRr2CHPtc4y,0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191,4,14.0
155,Various Artists,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",I Am A Man Of Constant Sorrow - Radio Edit,0YwNdeDFbGP6AGwsQrtzdY,0.564,0.328,5,-13.096,1,0.0292,0.666,0,0.0915,0.725,85.881,190000,4,16.0
156,Various Artists,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",I'll Fly Away,4rJtUMlnhJzlzlnxyoc3tb,0.688,0.26,2,-13.686,1,0.0349,0.984,0.0247,0.112,0.443,102.935,237867,4,11.0
157,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,3.0
158,Travis Tritt,Down The Road I Go,It's A Great Day To Be Alive,3oW6SWwGqiZSPTiAp7ZQoH,0.595,0.653,7,-4.935,1,0.0265,0.246,0,0.264,0.542,128.93,241533,4,8.0
159,Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,248907,4,10.0
160,The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4,1.0
161,Billy Joel,Piano Man (Legacy Edition),Piano Man,70C4NyhjD5OZUMzvWZ3njJ,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,339000,3,5.0
162,Lynyrd Skynyrd,Second Helping,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4,8.0
163,Donnie Trumpet & The Social Experiment,Surf,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,0.511,0.596,0,-6.56,1,0.224,0.53,0,0.0798,0.554,158.063,226014,4,0.0
164,Aloe Blacc,Good Things,I Need a Dollar,4jgczltjMXJdwORMDU9jDO,0.84,0.364,8,-11.874,0,0.0386,0.193,0,0.0836,0.96,95.504,243373,4,14.0
165,Calvin Harris,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4,14.0
166,The Beach Boys,Summer Days (And Summer Nights) [Remastered],California Girls - Remix/Remastered 2001,6bJuuCtXYiwOcKT9s8uRh8,0.503,0.62,11,-6.069,1,0.0296,0.471,0,0.159,0.713,116.599,160360,4,8.0
167,The Oak Ridge Boys,Fancy Free,Elvira,0mG66FLhO0iZ6XCAGdjpax,0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,225627,4,16.0
168,Various Artists,Slumdog Millionaire - Music From The Motion Picture,Jai Ho,4i3MgUew8ynhf49Qwr4IP4,0.733,0.795,9,-6.748,1,0.0609,0.213,0.0001,0.0989,0.299,136.977,319347,4,19.0
169,Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,2XgGdD5d2MW4RNx8KnIjVh,0.621,0.403,9,-8.211,1,0.0359,0.581,0,0.114,0.634,145.523,232133,4,16.0
170,Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,My Love (feat. T.I.),4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,4,7.0
171,Kelly Clarkson,Meaning of Life,Love So Soft,16QN8cBubEq706vNtPpOME,0.808,0.581,11,-5.43,1,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,172427,4,8.0
172,Tim McGraw,Love Story,Just To See You Smile,28efjJXBm1CuCmqle5HK2w,0.492,0.823,6,-8.526,1,0.0297,0.127,0,0.0523,0.702,94.342,215173,4,8.0
173,Sean Kingston,Tomorrow,Fire Burning,2oENJa1T33GJ0w8dC167G4,0.839,0.804,1,-2.513,1,0.0329,0.0192,0,0.331,0.888,122.973,239987,4,3.0
174,The Police,Synchronicity (Remastered 2003),Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4,16.0
175,The Isley Brothers,Shout!,"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.866,10,-7.433,1,0.0933,0.753,0,0.876,0.416,138.63,268560,4,7.0
176,The Band Perry,The Band Perry,If I Die Young,4aY0tZIaboefmkBEsjAovI,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,222773,4,10.0
177,Sean Kingston,Eenie Meenie,Eenie Meenie,4vVTI94F9uJ8lHNDWKv0i2,0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,201947,4,3.0
178,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Boom Boom Pow,3oDFtOhcN08qeDPAK6MEQG,0.867,0.857,9,-5.892,1,0.0663,0.13,0.00171,0.13,0.402,130.048,251440,4,8.0
179,John Mayer,Continuum,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,201173,4,1.0
180,Various Artists,Music From Party of Five,Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,263333,4,3.0
181,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,Halo,2CvOqDpQIMw69cCzWqr5yr,0.422,0.712,11,-5.907,0,0.1,0.273,0,0.051,0.471,78.454,261160,4,13.0
182,Various Artists,Fifty Shades Darker (Original Motion Picture Soundtrack),I Don’t Wanna Live Forever (Fifty Shades Darker),2y5aJvzXhHPA94U5GFAcXe,0.734,0.442,0,-8.432,1,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967,245653,4,10.0
183,Ed Sheeran,+,The A Team,1XpYodsD36XN7ygcdF7mJJ,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,258373,4,16.0
184,MKTO,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,3.0
185,fun.,Some Nights,We Are Young (feat. Janelle Monáe),5rgy6ghBq1eRApCkeUdJXf,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4,1.0
186,The Wanted,Battleground (Deluxe Edition),Glad You Came,5yDL13y5giogKs2fSNf7sj,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936,4,14.0
187,David Guetta,Nothing but the Beat Ultimate,Titanium (feat. Sia),2dOTkLZFbpNXrhc24CnTFd,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,17.0
188,Headhunterz,Live Your Life,Live Your Life - Radio Edit,3Cth8NLLkMNPXjw6aIMRon,0.485,0.853,6,-3.192,0,0.0423,0.0057,0.00155,0.0842,0.304,130.054,180923,4,4.0
189,Post Malone,beerbongs & bentleys,rockstar,19bX4zmC2zDben2ldhoRB3,0.594,0.507,5,-6.141,0,0.0816,0.145,0.000871,0.132,0.137,159.729,218147,4,4.0
190,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Nothin' on You (feat. Bruno Mars),4X5xWMINgGA6l0GoyYkMcr,0.688,0.853,10,-5.814,1,0.0493,0.386,0,0.0862,0.743,103.993,268320,4,8.0
191,Sam Smith,In The Lonely Hour,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84.094,172724,4,11.0
192,Justin Bieber,Believe (Deluxe Edition),Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,227987,4,3.0
193,Pitbull,Global Warming: Meltdown (Deluxe Version),Feel This Moment (feat. Christina Aguilera),1obZSxOoO12yWkwY1kY72N,0.673,0.758,7,-3.632,1,0.158,0.039,0,0.341,0.542,135.956,229507,4,8.0
194,P!nk,The Truth About Love,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,16.0
195,Alicia Keys,The Element Of Freedom,Empire State of Mind (Part II) Broken Down,5sra5UY6sD658OabHL3QtI,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,216480,4,11.0
196,Vanessa Carlton,Be Not Nobody,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,237493,4,19.0
197,Dobie Gray,Echoes of Time,Drift Away - Rerecorded Version,1blShRPwUlmJlmU6yxbifG,0.527,0.318,11,-14.061,1,0.0498,0.509,0,0.125,0.523,76.183,233707,4,16.0
198,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0.0183,0,0.0732,0.774,139.131,216053,4,3.0
199,Rick Springfield,The Best Of Rick Springfield,Jessie's Girl,0TF3F5Lw5apoD1zvR8LikO,0.687,0.704,2,-7.923,1,0.0423,0.0745,0,0.0924,0.843,131.704,192867,4,3.0
200,Judah & the Lion,Folk Hop N' Roll (Deluxe),Take It All Back 2.0,2w7O4XCRoIJrwF1NqKL9TM,0.441,0.802,0,-6.411,1,0.0305,0.0104,6.25e-05,0.123,0.783,148.023,218356,4,3.0
201,Snow Patrol,Eyes Open,Chasing Cars,5GuZz08qie5efPtqsQFsdT,0.559,0.603,9,-4.594,1,0.0275,0.208,3.71e-05,0.105,0.104,104.005,265507,4,19.0
202,Gavin DeGraw,Sweeter,Not Over You,6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10,-4.592,1,0.0544,0.255,0,0.181,0.364,142.051,218520,4,19.0
203,The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,262533,4,19.0
204,Plain White T's,All That We Needed,Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,232533,4,11.0
205,Maroon 5,Songs About Jane: 10th Anniversary Edition,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,0.651,0.663,0,-5.569,0,0.0281,0.228,0,0.0994,0.465,102.0,259453,4,17.0
206,Andy Grammer,Andy Grammer,Keep Your Head Up,4Jz4bjXeiF2SXVj9P4YfY5,0.674,0.778,0,-5.367,1,0.0376,0.0469,0,0.145,0.816,90.01,189933,4,3.0
207,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5,3.0
208,The Bangles,Different Light,Manic Monday,5KYoPa5akZxiCn38xelbqI,0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,184173,4,3.0
209,OneRepublic,Dreaming Out Loud (UK Nokia Exclusive Version),Apologize,3VVuTYI50T7t0zznR91LNG,0.59,0.749,8,-6.246,1,0.0345,0.333,2.55e-05,0.0986,0.486,117.982,208467,4,19.0
210,TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4,16.0
211,Michael Franti & Spearhead,All Rebel Rockers,Say Hey (I Love You) (feat. Cherine Tanya Anderson),383B8ksM58jbV3HbiRJo0K,0.738,0.983,5,-4.374,0,0.0852,0.0376,5.98e-06,0.183,0.957,92.998,235760,4,14.0
212,Maroon 5,Red Pill Blues (Deluxe),What Lovers Do (feat. SZA),0GxQ1A5L9xnMOytbP6eKBG,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,4,17.0
213,The Chainsmokers,Paris,Paris,15vzANxN8G9wWfwAJLLMCg,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,221520,4,10.0
214,John Legend,Love Me Now,Love Me Now,6hdkw1wzhIRYPlYDUtCY5m,0.416,0.773,8,-3.784,1,0.0949,0.572,0,0.105,0.716,122.65,210307,4,8.0
215,Ariana Grande,My Everything (Deluxe),Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.24,98.992,236133,4,17.0
216,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,4,1.0
217,Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,229467,4,17.0
218,One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,4,17.0
219,Justin Bieber,Friends (with BloodPop®),Friends (with BloodPop®),7iNIg7XDEaYECfWD5dJ9Va,0.743,0.735,8,-5.337,1,0.0382,0.00389,0,0.304,0.631,104.979,189467,4,8.0
220,Justin Bieber,Purpose (Deluxe),Love Yourself,50kpGaPAhYJ3sGmk6vplg0,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4,0.0
221,Justin Bieber,Purpose (Deluxe),Sorry,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4,17.0
222,Justin Bieber,Purpose (Deluxe),Purpose,2IjyFRCRn8x1bEquOM3vxg,0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4,11.0
223,Justin Bieber,Purpose (Deluxe),Get Used To It,4AMnUGvZUVJgDuY7rOPzUZ,0.687,0.705,9,-8.453,0,0.0522,0.0339,0,0.164,0.449,110.048,238133,4,13.0
224,Justin Bieber,Journals,Heartbreaker,2GCKWEsbb0Xo1oodTOKVi1,0.568,0.517,6,-7.316,0,0.0894,0.146,0,0.343,0.578,104.443,262840,4,13.0
225,Justin Bieber,My World 2.0,Somebody To Love,3rLIv187BhjyweFe89SgLn,0.714,0.833,5,-5.239,1,0.0259,0.00249,0,0.298,0.663,129.964,220920,4,8.0
226,Various Artists,Acoustix 3,Home To Mama,3zNUOVnTALQXmPrkyoUgrm,0.716,0.302,2,-11.119,1,0.0683,0.949,0.000147,0.118,0.492,90.004,203267,4,16.0
227,David Guetta,7,2U (feat. Justin Bieber),265zv3IDBskSIkvgPOSiGQ,0.534,0.613,8,-7.41,0,0.0591,0.234,0,0.227,0.528,144.878,194893,4,4.0
228,Luis Fonsi,Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),7CUYHcu0RnbOnMz4RuN07w,0.659,0.802,2,-4.79,1,0.148,0.208,0,0.123,0.863,177.936,228200,4,1.0
229,Justin Bieber,Believe,Boyfriend,3UGIZ8qcrMTwzLbx6Kttqt,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4,13.0
230,Justin Bieber,Purpose (Deluxe),Company,61uyGDPJ06MkxJtHgPmuyO,0.59,0.797,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,208120,4,17.0
231,Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,4.0
232,Justin Bieber,Purpose (Deluxe),Purpose,2IjyFRCRn8x1bEquOM3vxg,0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,210160,4,11.0
233,Justin Bieber,Purpose (Deluxe),The Feeling,7E390nZTMqEbrNC1TmHd42,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,244907,4,17.0
234,Major Lazer,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),6Bjtr3tPdto5nyuLYf61sN,0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,4,13.0
235,Justin Bieber,Purpose (Deluxe),No Pressure,23UV8pJEvRnAZd6ZAXBC0H,0.644,0.595,1,-6.877,1,0.215,0.121,0,0.279,0.554,148.889,286853,3,5.0
236,Justin Bieber,Never Say Never - The Remixes,Never Say Never,5GYbkDveRD2I8M5ZJ14hWn,0.739,0.807,0,-5.063,1,0.0652,0.0181,0,0.295,0.632,97.048,227853,4,3.0
237,Justin Bieber,Purpose (Deluxe),Life Is Worth Living,4yWCzA44dQyp0SoeM81bUb,0.558,0.296,10,-9.18,1,0.0427,0.907,0,0.108,0.463,76.04,234787,4,16.0
238,Jason Derulo,Jason Derulo (International),Whatcha Say,7xkQdy0cy5ymoWT7nedvLz,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,221253,4,8.0
239,Katy Perry,One Of The Boys,Hot N Cold,0iGckQFyv6svOfAbAY9aWJ,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,4,8.0
240,Owl City,Ocean Eyes,Fireflies,3DamFFqW32WihKkTVlwTYQ,0.512,0.662,3,-6.797,1,0.0439,0.0275,0,0.118,0.472,180.114,228347,4,1.0
241,Taio Cruz,The Rokstarr Hits Collection,Break Your Heart,7ElF5zxOwYP4qVSWVvse3W,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,201547,4,3.0
242,Sean Kingston,Beautiful Girls,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,225373,4,17.0
243,Gym Class Heroes,The Papercut Chronicles II (Deluxe Edition),Stereo Hearts (feat. Adam Levine),63pQm5g0IXLckrv9X3KEyX,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,210960,4,8.0
244,Justin Bieber,Purpose (Deluxe),Mark My Words,2SnNaoNhMjC1WRMTWD8qTX,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,134347,4,11.0
245,Maroon 5,Overexposed (Deluxe),Payphone - Edit,5cy3CNTBZbX8vZUIsu4p7K,0.741,0.783,4,-4.791,1,0.0415,0.015,0,0.302,0.534,110.002,231373,4,3.0
246,Katy Perry,Teenage Dream,Teenage Dream,6b4IqYnduSQl3fE5YIbYVs,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,227741,4,8.0
247,Various Artists,Hannah Montana The Movie,The Climb,0V8FYVlBFuXXTIvRnMbZyS,0.327,0.588,4,-6.611,1,0.0336,0.0834,0,0.104,0.329,161.074,236067,4,1.0
248,Far East Movement,Free Wired,Like A G6,5AyL2kgLtTWEu3qO3B9SqK,0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,216893,4,0.0
249,Jason Derulo,Jason Derulo (International),In My Head,6St9lR6dhV2tpCNVz7qfrS,0.762,0.748,0,-4.15,0,0.033,0.0266,0,0.348,0.851,110.009,199027,4,17.0
250,Soft Cell,Non-Stop Erotic Cabaret,Tainted Love,0cGG2EouYCEEC3xfa0tDFV,0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438,153800,4,17.0
251,Ariana Grande,My Everything (Deluxe),Problem,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,193920,4,17.0
252,Ariana Grande,Dangerous Woman,Dangerous Woman,3nef5W8jTkXrOKgCu4kmq7,0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969,235947,3,5.0
253,High School Musical Cast,Breaking Free,Start of Something New,0RPtk7brObnK3uzTbixenA,0.665,0.762,7,-6.371,1,0.0306,0.301,0,0.0891,0.229,103.974,199093,4,19.0
254,Various Artists,High School Musical Original Soundtrack,We're All In This Together,5t5LFepMdws4nudg1EiWdd,0.758,0.941,6,-6.356,1,0.0677,0.0482,0,0.605,0.824,116.005,231427,4,7.0
255,Various Artists,High School Musical 2 Original Soundtrack,Gotta Go My Own Way,0moS6k1E4YNbkG4Dxet8ZH,0.432,0.69,9,-4.772,1,0.0292,0.0927,4.31e-05,0.184,0.264,88.797,222493,4,19.0
256,Katy Perry,PRISM (Deluxe),Dark Horse,5jrdCoLpJSvHHorevXBATy,0.645,0.585,6,-6.122,1,0.0513,0.00314,0,0.165,0.353,131.931,215672,4,19.0
257,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,3.0
258,One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,4,10.0
259,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4,3.0
260,Hannah Montana,Hannah Montana,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",6Z0F3Mqj7tq1CBZo5qMlUg,0.676,0.861,1,-3.645,1,0.0501,0.0512,0,0.0613,0.681,124.031,174120,3,5.0
261,Cascada,Everytime We Touch (Premium Edition),Everytime We Touch,5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,197124,4,1.0
262,Billy Joel,An Innocent Man,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,197707,4,7.0
263,*NSYNC,No Strings Attached,Bye Bye Bye,4r8lRYnoOGdEi6YyI5OC1o,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,200560,4,14.0
264,Cyndi Lauper,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Girls Just Want to Have Fun,2zjt2hHBbiv5SuxYg8Z7eP,0.707,0.788,6,-5.269,1,0.0333,0.214,0.000571,0.308,0.746,120.465,238120,4,8.0
265,The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4,1.0
266,Neil Diamond,Sweet Caroline,Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4,11.0
